"State","Year.Month","Report.Number"
"IA",2007-02-01,15
"IA",2007-03-01,18
"IA",2007-04-01,17
"IA",2007-05-01,21
"IA",2007-06-01,17
"IA",2007-07-01,16
"IA",2007-08-01,20
"IA",2007-09-01,13
"IA",2007-10-01,14
"IA",2007-11-01,13
"IA",2007-12-01,9
"IA",2008-01-01,10
"IA",2008-02-01,8
"IA",2008-03-01,11
"IA",2008-04-01,9
"IA",2008-05-01,9
"IA",2008-06-01,8
"IA",2008-07-01,16
"IA",2008-08-01,14
"IA",2008-09-01,17
"IA",2008-10-01,13
"IA",2008-11-01,15
"IA",2008-12-01,9
"IA",2009-01-01,14
"IA",2009-02-01,13
"IA",2009-03-01,11
"IA",2009-04-01,12
"IA",2009-05-01,13
"IA",2009-06-01,17
"IA",2009-07-01,12
"IA",2009-08-01,11
"IA",2009-09-01,15
"IA",2009-10-01,9
"IA",2009-11-01,6
"IA",2009-12-01,9
"IA",2010-01-01,7
"IA",2010-02-01,9
"IA",2010-03-01,10
"IA",2010-04-01,13
"IA",2010-05-01,14
"IA",2010-06-01,9
"IA",2010-07-01,12
"IA",2010-08-01,19
"IA",2010-09-01,7
"IA",2010-10-01,9
"IA",2010-11-01,12
"IA",2010-12-01,6
"IA",2011-01-01,8
"IA",2011-02-01,8
"IA",2011-03-01,10
"IA",2011-04-01,13
"IA",2011-05-01,13
"IA",2011-06-01,16
"IA",2011-07-01,12
"IA",2011-08-01,12
"IA",2011-09-01,13
"IA",2011-10-01,15
"IA",2011-11-01,5
"IA",2011-12-01,11
"IA",2012-01-01,11
"IA",2012-02-01,9
"IA",2012-03-01,15
"IA",2012-04-01,24
"IA",2012-05-01,12
"IA",2012-06-01,8
"IA",2012-07-01,15
"IA",2012-08-01,15
"IA",2012-09-01,8
"IA",2012-10-01,15
"IA",2012-11-01,13
"IA",2012-12-01,17
"IA",2013-01-01,16
"IA",2013-02-01,17
"IA",2013-03-01,9
"IA",2013-04-01,15
"IA",2013-05-01,12
"IA",2013-06-01,7
"IA",2013-07-01,14
"IA",2013-08-01,17
"IA",2013-09-01,14
"IA",2013-10-01,19
"IA",2013-11-01,15
"IA",2013-12-01,8
"IA",2014-01-01,14
"IA",2014-02-01,11
"IA",2014-03-01,14
"IA",2014-04-01,16
"IA",2014-05-01,16
"IA",2014-06-01,15
"IA",2014-07-01,12
"IA",2014-08-01,17
"IA",2014-09-01,11
"IA",2014-10-01,16
"IA",2014-11-01,10
"IA",2014-12-01,11
"IA",2015-01-01,9
"IA",2015-02-01,10
"IA",2015-03-01,6
"IA",2015-04-01,23
"IA",2015-05-01,11
"IA",2015-06-01,12
"IA",2015-07-01,14
"IA",2015-08-01,16
"IA",2015-09-01,12
"IA",2015-10-01,17
"IA",2015-11-01,11
"IA",2015-12-01,7
"IA",2016-01-01,10
"IA",2016-02-01,14
"IA",2016-03-01,11
"IA",2016-04-01,17
"IA",2016-05-01,11
"IA",2016-06-01,21
"IA",2016-07-01,17
"IA",2016-08-01,19
"IA",2016-09-01,4
"ID",2000-01-01,0
"ID",2000-02-01,1
"ID",2000-03-01,3
"ID",2000-04-01,1
"ID",2000-05-01,3
"ID",2000-06-01,3
"ID",2000-07-01,3
"ID",2000-08-01,9
"ID",2000-09-01,3
"ID",2000-10-01,4
"ID",2000-11-01,2
"ID",2000-12-01,2
"ID",2001-01-01,2
"ID",2001-02-01,4
"ID",2001-03-01,6
"ID",2001-04-01,1
"ID",2001-05-01,1
"ID",2001-06-01,1
"ID",2001-07-01,4
"ID",2001-08-01,3
"ID",2001-09-01,2
"ID",2001-10-01,6
"ID",2001-11-01,0
"ID",2001-12-01,1
"ID",2002-01-01,3
"ID",2002-02-01,1
"ID",2002-03-01,2
"ID",2002-04-01,2
"ID",2002-05-01,5
"ID",2002-06-01,6
"ID",2002-07-01,3
"ID",2002-08-01,4
"ID",2002-09-01,3
"ID",2002-10-01,1
"ID",2002-11-01,3
"ID",2002-12-01,3
"ID",2003-01-01,6
"ID",2003-02-01,2
"ID",2003-03-01,5
"ID",2003-04-01,2
"ID",2003-05-01,2
"ID",2003-06-01,5
"ID",2003-07-01,5
"ID",2003-08-01,6
"ID",2003-09-01,3
"ID",2003-10-01,2
"ID",2003-11-01,2
"ID",2003-12-01,2
"ID",2004-01-01,1
"ID",2004-02-01,2
"ID",2004-03-01,3
"ID",2004-04-01,1
"ID",2004-05-01,5
"ID",2004-06-01,1
"ID",2004-07-01,4
"ID",2004-08-01,2
"ID",2004-09-01,6
"ID",2004-10-01,1
"ID",2004-11-01,1
"ID",2004-12-01,2
"ID",2005-01-01,4
"ID",2005-02-01,3
"ID",2005-03-01,6
"ID",2005-04-01,2
"ID",2005-05-01,3
"ID",2005-06-01,4
"ID",2005-07-01,0
"ID",2005-08-01,7
"ID",2005-09-01,1
"ID",2005-10-01,4
"ID",2005-11-01,0
"ID",2005-12-01,2
"ID",2006-01-01,1
"ID",2006-02-01,5
"ID",2006-03-01,8
"ID",2006-04-01,4
"ID",2006-05-01,7
"ID",2006-06-01,10
"ID",2006-07-01,7
"ID",2006-08-01,9
"ID",2006-09-01,2
"ID",2006-10-01,5
"ID",2006-11-01,4
"ID",2006-12-01,4
"ID",2007-01-01,5
"ID",2007-02-01,4
"ID",2007-03-01,9
"ID",2007-04-01,6
"ID",2007-05-01,8
"ID",2007-06-01,5
"ID",2007-07-01,2
"ID",2007-08-01,9
"ID",2007-09-01,12
"ID",2007-10-01,9
"ID",2007-11-01,6
"ID",2007-12-01,3
"ID",2008-01-01,6
"ID",2008-02-01,3
"ID",2008-03-01,7
"ID",2008-04-01,6
"ID",2008-05-01,6
"ID",2008-06-01,10
"ID",2008-07-01,5
"ID",2008-08-01,7
"ID",2008-09-01,7
"ID",2008-10-01,6
"ID",2008-11-01,1
"ID",2008-12-01,5
"ID",2009-01-01,2
"ID",2009-02-01,2
"ID",2009-03-01,3
"ID",2009-04-01,4
"ID",2009-05-01,3
"ID",2009-06-01,3
"ID",2009-07-01,8
"ID",2009-08-01,4
"ID",2009-09-01,3
"ID",2009-10-01,5
"ID",2009-11-01,1
"ID",2009-12-01,4
"ID",2010-01-01,6
"ID",2010-02-01,2
"ID",2010-03-01,6
"ID",2010-04-01,3
"ID",2010-05-01,4
"ID",2010-06-01,7
"ID",2010-07-01,4
"ID",2010-08-01,8
"ID",2010-09-01,4
"ID",2010-10-01,4
"ID",2010-11-01,1
"ID",2010-12-01,2
"ID",2011-01-01,5
"ID",2011-02-01,5
"ID",2011-03-01,4
"ID",2011-04-01,5
"ID",2011-05-01,6
"ID",2011-06-01,5
"ID",2011-07-01,8
"ID",2011-08-01,6
"ID",2011-09-01,5
"ID",2011-10-01,5
"ID",2011-11-01,3
"ID",2011-12-01,4
"ID",2012-01-01,1
"ID",2012-02-01,2
"ID",2012-03-01,7
"ID",2012-04-01,1
"ID",2012-05-01,2
"ID",2012-06-01,3
"ID",2012-07-01,2
"ID",2012-08-01,5
"ID",2012-09-01,5
"ID",2012-10-01,1
"ID",2012-11-01,1
"ID",2012-12-01,2
"ID",2013-01-01,5
"ID",2013-02-01,2
"ID",2013-03-01,4
"ID",2013-04-01,3
"ID",2013-05-01,3
"ID",2013-06-01,1
"ID",2013-07-01,3
"ID",2013-08-01,5
"ID",2013-09-01,1
"ID",2013-10-01,2
"ID",2013-11-01,0
"ID",2013-12-01,3
"ID",2014-01-01,0
"ID",2014-02-01,3
"ID",2014-03-01,1
"ID",2014-04-01,1
"ID",2014-05-01,4
"ID",2014-06-01,3
"ID",2014-07-01,3
"ID",2014-08-01,3
"ID",2014-09-01,4
"ID",2014-10-01,4
"ID",2014-11-01,4
"ID",2014-12-01,3
"ID",2015-01-01,3
"ID",2015-02-01,4
"ID",2015-03-01,3
"ID",2015-04-01,5
"ID",2015-05-01,1
"ID",2015-06-01,4
"ID",2015-07-01,2
"ID",2015-08-01,2
"ID",2015-09-01,3
"ID",2015-10-01,3
"ID",2015-11-01,1
"ID",2015-12-01,2
"ID",2016-01-01,3
"ID",2016-02-01,2
"ID",2016-03-01,2
"ID",2016-04-01,3
"ID",2016-05-01,1
"ID",2016-06-01,4
"ID",2016-07-01,5
"ID",2016-08-01,1
"ID",2016-09-01,1
"IL",2000-01-01,62
"IL",2000-02-01,65
"IL",2000-03-01,69
"IL",2000-04-01,75
"IL",2000-05-01,88
"IL",2000-06-01,76
"IL",2000-07-01,88
"IL",2000-08-01,116
"IL",2000-09-01,90
"IL",2000-10-01,80
"IL",2000-11-01,84
"IL",2000-12-01,85
"IL",2001-01-01,104
"IL",2001-02-01,93
"IL",2001-03-01,106
"IL",2001-04-01,130
"IL",2001-05-01,146
"IL",2001-06-01,133
"IL",2001-07-01,135
"IL",2001-08-01,164
"IL",2001-09-01,116
"IL",2001-10-01,108
"IL",2001-11-01,110
"IL",2001-12-01,68
"IL",2002-01-01,96
"IL",2002-02-01,99
"IL",2002-03-01,101
"IL",2002-04-01,100
"IL",2002-05-01,121
"IL",2002-06-01,111
"IL",2002-07-01,137
"IL",2002-08-01,94
"IL",2002-09-01,118
"IL",2002-10-01,125
"IL",2002-11-01,80
"IL",2002-12-01,61
"IL",2003-01-01,103
"IL",2003-02-01,81
"IL",2003-03-01,106
"IL",2003-04-01,111
"IL",2003-05-01,104
"IL",2003-06-01,101
"IL",2003-07-01,137
"IL",2003-08-01,141
"IL",2003-09-01,97
"IL",2003-10-01,100
"IL",2003-11-01,60
"IL",2003-12-01,74
"IL",2004-01-01,68
"IL",2004-02-01,100
"IL",2004-03-01,90
"IL",2004-04-01,104
"IL",2004-05-01,88
"IL",2004-06-01,108
"IL",2004-07-01,112
"IL",2004-08-01,112
"IL",2004-09-01,96
"IL",2004-10-01,94
"IL",2004-11-01,71
"IL",2004-12-01,64
"IL",2005-01-01,74
"IL",2005-02-01,71
"IL",2005-03-01,78
"IL",2005-04-01,69
"IL",2005-05-01,92
"IL",2005-06-01,107
"IL",2005-07-01,96
"IL",2005-08-01,113
"IL",2005-09-01,111
"IL",2005-10-01,87
"IL",2005-11-01,86
"IL",2005-12-01,76
"IL",2006-01-01,88
"IL",2006-02-01,85
"IL",2006-03-01,135
"IL",2006-04-01,137
"IL",2006-05-01,154
"IL",2006-06-01,137
"IL",2006-07-01,124
"IL",2006-08-01,131
"IL",2006-09-01,133
"IL",2006-10-01,134
"IL",2006-11-01,127
"IL",2006-12-01,67
"IL",2007-01-01,85
"IL",2007-02-01,89
"IL",2007-03-01,93
"IL",2007-04-01,106
"IL",2007-05-01,157
"IL",2007-06-01,138
"IL",2007-07-01,113
"IL",2007-08-01,146
"IL",2007-09-01,102
"IL",2007-10-01,118
"IL",2007-11-01,97
"IL",2007-12-01,65
"IL",2008-01-01,92
"IL",2008-02-01,90
"IL",2008-03-01,77
"IL",2008-04-01,95
"IL",2008-05-01,92
"IL",2008-06-01,119
"IL",2008-07-01,139
"IL",2008-08-01,117
"IL",2008-09-01,107
"IL",2008-10-01,90
"IL",2008-11-01,62
"IL",2008-12-01,63
"IL",2009-01-01,85
"IL",2009-02-01,76
"IL",2009-03-01,105
"IL",2009-04-01,96
"IL",2009-05-01,101
"IL",2009-06-01,105
"IL",2009-07-01,115
"IL",2009-08-01,120
"IL",2009-09-01,106
"IL",2009-10-01,97
"IL",2009-11-01,89
"IL",2009-12-01,69
"IL",2010-01-01,80
"IL",2010-02-01,62
"IL",2010-03-01,87
"IL",2010-04-01,100
"IL",2010-05-01,98
"IL",2010-06-01,125
"IL",2010-07-01,144
"IL",2010-08-01,140
"IL",2010-09-01,126
"IL",2010-10-01,96
"IL",2010-11-01,70
"IL",2010-12-01,81
"IL",2011-01-01,81
"IL",2011-02-01,62
"IL",2011-03-01,116
"IL",2011-04-01,94
"IL",2011-05-01,99
"IL",2011-06-01,113
"IL",2011-07-01,113
"IL",2011-08-01,125
"IL",2011-09-01,101
"IL",2011-10-01,96
"IL",2011-11-01,83
"IL",2011-12-01,70
"IL",2012-01-01,48
"IL",2012-02-01,55
"IL",2012-03-01,104
"IL",2012-04-01,101
"IL",2012-05-01,130
"IL",2012-06-01,140
"IL",2012-07-01,116
"IL",2012-08-01,114
"IL",2012-09-01,106
"IL",2012-10-01,83
"IL",2012-11-01,89
"IL",2012-12-01,70
"IL",2013-01-01,91
"IL",2013-02-01,64
"IL",2013-03-01,76
"IL",2013-04-01,123
"IL",2013-05-01,124
"IL",2013-06-01,118
"IL",2013-07-01,151
"IL",2013-08-01,142
"IL",2013-09-01,118
"IL",2013-10-01,115
"IL",2013-11-01,79
"IL",2013-12-01,80
"IL",2014-01-01,82
"IL",2014-02-01,78
"IL",2014-03-01,87
"IL",2014-04-01,94
"IL",2014-05-01,148
"IL",2014-06-01,127
"IL",2014-07-01,128
"IL",2014-08-01,146
"IL",2014-09-01,137
"IL",2014-10-01,121
"IL",2014-11-01,115
"IL",2014-12-01,76
"IL",2015-01-01,89
"IL",2015-02-01,79
"IL",2015-03-01,119
"IL",2015-04-01,100
"IL",2015-05-01,93
"IL",2015-06-01,150
"IL",2015-07-01,146
"IL",2015-08-01,137
"IL",2015-09-01,154
"IL",2015-10-01,120
"IL",2015-11-01,108
"IL",2015-12-01,105
"IL",2016-01-01,92
"IL",2016-02-01,91
"IL",2016-03-01,110
"IL",2016-04-01,131
"IL",2016-05-01,144
"IL",2016-06-01,144
"IL",2016-07-01,139
"IL",2016-08-01,155
"IL",2016-09-01,71
"IN",2000-01-01,30
"IN",2000-02-01,42
"IN",2000-03-01,46
"IN",2000-04-01,47
"IN",2000-05-01,44
"IN",2000-06-01,45
"IN",2000-07-01,27
"IN",2000-08-01,56
"IN",2000-09-01,42
"IN",2000-10-01,46
"IN",2000-11-01,28
"IN",2000-12-01,33
"IN",2001-01-01,36
"IN",2001-02-01,36
"IN",2001-03-01,50
"IN",2001-04-01,54
"IN",2001-05-01,60
"IN",2001-06-01,37
"IN",2001-07-01,67
"IN",2001-08-01,59
"IN",2001-09-01,35
"IN",2001-10-01,42
"IN",2001-11-01,34
"IN",2001-12-01,33
"IN",2002-01-01,35
"IN",2002-02-01,38
"IN",2002-03-01,28
"IN",2002-04-01,37
"IN",2002-05-01,30
"IN",2002-06-01,44
"IN",2002-07-01,41
"IN",2002-08-01,49
"IN",2002-09-01,32
"IN",2002-10-01,41
"IN",2002-11-01,18
"IN",2002-12-01,25
"IN",2003-01-01,24
"IN",2003-02-01,28
"IN",2003-03-01,32
"IN",2003-04-01,37
"IN",2003-05-01,37
"IN",2003-06-01,34
"IN",2003-07-01,40
"IN",2003-08-01,36
"IN",2003-09-01,40
"IN",2003-10-01,30
"IN",2003-11-01,22
"IN",2003-12-01,17
"IN",2004-01-01,27
"IN",2004-02-01,30
"IN",2004-03-01,47
"IN",2004-04-01,32
"IN",2004-05-01,27
"IN",2004-06-01,29
"IN",2004-07-01,45
"IN",2004-08-01,35
"IN",2004-09-01,31
"IN",2004-10-01,33
"IN",2004-11-01,20
"IN",2004-12-01,17
"IN",2005-01-01,24
"IN",2005-02-01,24
"IN",2005-03-01,25
"IN",2005-04-01,26
"IN",2005-05-01,25
"IN",2005-06-01,40
"IN",2005-07-01,42
"IN",2005-08-01,45
"IN",2005-09-01,25
"IN",2005-10-01,19
"IN",2005-11-01,20
"IN",2005-12-01,23
"IN",2006-01-01,32
"IN",2006-02-01,41
"IN",2006-03-01,38
"IN",2006-04-01,38
"IN",2006-05-01,46
"IN",2006-06-01,39
"IN",2006-07-01,49
"IN",2006-08-01,59
"IN",2006-09-01,52
"IN",2006-10-01,43
"IN",2006-11-01,39
"IN",2006-12-01,30
"IN",2007-01-01,36
"IN",2007-02-01,43
"IN",2007-03-01,46
"IN",2007-04-01,52
"IN",2007-05-01,59
"IN",2007-06-01,45
"IN",2007-07-01,48
"IN",2007-08-01,50
"IN",2007-09-01,47
"IN",2007-10-01,47
"IN",2007-11-01,25
"IN",2007-12-01,33
"IN",2008-01-01,40
"IN",2008-02-01,31
"IN",2008-03-01,42
"IN",2008-04-01,27
"IN",2008-05-01,23
"IN",2008-06-01,46
"IN",2008-07-01,47
"IN",2008-08-01,39
"IN",2008-09-01,34
"IN",2008-10-01,33
"IN",2008-11-01,20
"IN",2008-12-01,18
"IN",2009-01-01,25
"IN",2009-02-01,24
"IN",2009-03-01,34
"IN",2009-04-01,38
"IN",2009-05-01,28
"IN",2009-06-01,31
"IN",2009-07-01,45
"IN",2009-08-01,44
"IN",2009-09-01,33
"IN",2009-10-01,22
"IN",2009-11-01,24
"IN",2009-12-01,19
"IN",2010-01-01,30
"IN",2010-02-01,20
"IN",2010-03-01,22
"IN",2010-04-01,34
"IN",2010-05-01,42
"IN",2010-06-01,35
"IN",2010-07-01,37
"IN",2010-08-01,42
"IN",2010-09-01,34
"IN",2010-10-01,35
"IN",2010-11-01,34
"IN",2010-12-01,28
"IN",2011-01-01,19
"IN",2011-02-01,24
"IN",2011-03-01,34
"IN",2011-04-01,35
"IN",2011-05-01,41
"IN",2011-06-01,44
"IN",2011-07-01,48
"IN",2011-08-01,48
"IN",2011-09-01,45
"IN",2011-10-01,29
"IN",2011-11-01,34
"IN",2011-12-01,18
"IN",2012-01-01,21
"IN",2012-02-01,30
"IN",2012-03-01,40
"IN",2012-04-01,32
"IN",2012-05-01,57
"IN",2012-06-01,51
"IN",2012-07-01,47
"IN",2012-08-01,34
"IN",2012-09-01,48
"IN",2012-10-01,44
"IN",2012-11-01,41
"IN",2012-12-01,31
"IN",2013-01-01,28
"IN",2013-02-01,19
"IN",2013-03-01,44
"IN",2013-04-01,44
"IN",2013-05-01,37
"IN",2013-06-01,40
"IN",2013-07-01,57
"IN",2013-08-01,51
"IN",2013-09-01,38
"IN",2013-10-01,56
"IN",2013-11-01,37
"IN",2013-12-01,23
"IN",2014-01-01,29
"IN",2014-02-01,29
"IN",2014-03-01,37
"IN",2014-04-01,61
"IN",2014-05-01,51
"IN",2014-06-01,47
"IN",2014-07-01,53
"IN",2014-08-01,58
"IN",2014-09-01,59
"IN",2014-10-01,63
"IN",2014-11-01,43
"IN",2014-12-01,39
"IN",2015-01-01,43
"IN",2015-02-01,31
"IN",2015-03-01,47
"IN",2015-04-01,50
"IN",2015-05-01,54
"IN",2015-06-01,59
"IN",2015-07-01,60
"IN",2015-08-01,50
"IN",2015-09-01,57
"IN",2015-10-01,48
"IN",2015-11-01,29
"IN",2015-12-01,37
"IN",2016-01-01,35
"IN",2016-02-01,26
"IN",2016-03-01,45
"IN",2016-04-01,44
"IN",2016-05-01,49
"IN",2016-06-01,68
"IN",2016-07-01,45
"IN",2016-08-01,72
"IN",2016-09-01,24
"KS",2000-01-01,32
"KS",2000-02-01,25
"KS",2000-03-01,33
"KS",2000-04-01,42
"KS",2000-05-01,31
"KS",2000-06-01,36
"KS",2000-07-01,34
"KS",2000-08-01,33
"KS",2000-09-01,31
"KS",2000-10-01,21
"KS",2000-11-01,29
"KS",2000-12-01,15
"KS",2001-01-01,27
"KS",2001-02-01,29
"KS",2001-03-01,26
"KS",2001-04-01,44
"KS",2001-05-01,45
"KS",2001-06-01,29
"KS",2001-07-01,22
"KS",2001-08-01,40
"KS",2001-09-01,19
"KS",2001-10-01,29
"KS",2001-11-01,14
"KS",2001-12-01,17
"KS",2002-01-01,13
"KS",2002-02-01,22
"KS",2002-03-01,24
"KS",2002-04-01,38
"KS",2002-05-01,34
"KS",2002-06-01,53
"KS",2002-07-01,51
"KS",2002-08-01,34
"KS",2002-09-01,30
"KS",2002-10-01,38
"KS",2002-11-01,27
"KS",2002-12-01,20
"KS",2003-01-01,27
"KS",2003-02-01,17
"KS",2003-03-01,22
"KS",2003-04-01,46
"KS",2003-05-01,37
"KS",2003-06-01,35
"KS",2003-07-01,41
"KS",2003-08-01,44
"KS",2003-09-01,33
"KS",2003-10-01,31
"KS",2003-11-01,32
"KS",2003-12-01,27
"KS",2004-01-01,25
"KS",2004-02-01,14
"KS",2004-03-01,19
"KS",2004-04-01,29
"KS",2004-05-01,35
"KS",2004-06-01,28
"KS",2004-07-01,30
"KS",2004-08-01,32
"KS",2004-09-01,32
"KS",2004-10-01,32
"KS",2004-11-01,19
"KS",2004-12-01,9
"KS",2005-01-01,18
"KS",2005-02-01,26
"KS",2005-03-01,29
"KS",2005-04-01,29
"KS",2005-05-01,27
"KS",2005-06-01,23
"KS",2005-07-01,21
"KS",2005-08-01,37
"KS",2005-09-01,36
"KS",2005-10-01,33
"KS",2005-11-01,39
"KS",2005-12-01,18
"KS",2006-01-01,34
"KS",2006-02-01,28
"KS",2006-03-01,40
"KS",2006-04-01,41
"KS",2006-05-01,44
"KS",2006-06-01,49
"KS",2006-07-01,50
"KS",2006-08-01,42
"KS",2006-09-01,37
"KS",2006-10-01,43
"KS",2006-11-01,36
"KS",2006-12-01,37
"KS",2007-01-01,27
"KS",2007-02-01,25
"KS",2007-03-01,46
"KS",2007-04-01,22
"KS",2007-05-01,47
"KS",2007-06-01,43
"KS",2007-07-01,33
"KS",2007-08-01,53
"KS",2007-09-01,34
"KS",2007-10-01,27
"KS",2007-11-01,23
"KS",2007-12-01,21
"KS",2008-01-01,22
"KS",2008-02-01,20
"KS",2008-03-01,11
"KS",2008-04-01,40
"KS",2008-05-01,29
"KS",2008-06-01,40
"KS",2008-07-01,43
"KS",2008-08-01,30
"KS",2008-09-01,24
"KS",2008-10-01,29
"KS",2008-11-01,24
"KS",2008-12-01,25
"KS",2009-01-01,19
"KS",2009-02-01,21
"KS",2009-03-01,25
"KS",2009-04-01,25
"KS",2009-05-01,31
"KS",2009-06-01,41
"KS",2009-07-01,27
"KS",2009-08-01,29
"KS",2009-09-01,41
"KS",2009-10-01,18
"KS",2009-11-01,21
"KS",2009-12-01,24
"KS",2010-01-01,18
"KS",2010-02-01,18
"KS",2010-03-01,33
"KS",2010-04-01,27
"KS",2010-05-01,23
"KS",2010-06-01,24
"KS",2010-07-01,35
"KS",2010-08-01,31
"KS",2010-09-01,15
"KS",2010-10-01,23
"KS",2010-11-01,19
"KS",2010-12-01,13
"KS",2011-01-01,20
"KS",2011-02-01,17
"KS",2011-03-01,24
"KS",2011-04-01,36
"KS",2011-05-01,27
"KS",2011-06-01,36
"KS",2011-07-01,35
"KS",2011-08-01,41
"KS",2011-09-01,22
"KS",2011-10-01,17
"KS",2011-11-01,15
"KS",2011-12-01,21
"KS",2012-01-01,17
"KS",2012-02-01,23
"KS",2012-03-01,27
"KS",2012-04-01,22
"KS",2012-05-01,26
"KS",2012-06-01,25
"KS",2012-07-01,30
"KS",2012-08-01,33
"KS",2012-09-01,28
"KS",2012-10-01,22
"KS",2012-11-01,21
"KS",2012-12-01,21
"KS",2013-01-01,19
"KS",2013-02-01,15
"KS",2013-03-01,21
"KS",2013-04-01,20
"KS",2013-05-01,39
"KS",2013-06-01,25
"KS",2013-07-01,33
"KS",2013-08-01,33
"KS",2013-09-01,31
"KS",2013-10-01,37
"KS",2013-11-01,17
"KS",2013-12-01,28
"KS",2014-01-01,16
"KS",2014-02-01,26
"KS",2014-03-01,31
"KS",2014-04-01,24
"KS",2014-05-01,28
"KS",2014-06-01,26
"KS",2014-07-01,24
"KS",2014-08-01,31
"KS",2014-09-01,28
"KS",2014-10-01,31
"KS",2014-11-01,23
"KS",2014-12-01,15
"KS",2015-01-01,22
"KS",2015-02-01,22
"KS",2015-03-01,33
"KS",2015-04-01,20
"KS",2015-05-01,27
"KS",2015-06-01,50
"KS",2015-07-01,37
"KS",2015-08-01,23
"KS",2015-09-01,44
"KS",2015-10-01,30
"KS",2015-11-01,25
"KS",2015-12-01,30
"KS",2016-01-01,17
"KS",2016-02-01,28
"KS",2016-03-01,30
"KS",2016-04-01,33
"KS",2016-05-01,25
"KS",2016-06-01,41
"KS",2016-07-01,27
"KS",2016-08-01,58
"KS",2016-09-01,16
"KY",2000-01-01,21
"KY",2000-02-01,50
"KY",2000-03-01,44
"KY",2000-04-01,36
"KY",2000-05-01,43
"KY",2000-06-01,35
"KY",2000-07-01,37
"KY",2000-08-01,48
"KY",2000-09-01,33
"KY",2000-10-01,37
"KY",2000-11-01,27
"KY",2000-12-01,18
"KY",2001-01-01,28
"KY",2001-02-01,24
"KY",2001-03-01,39
"KY",2001-04-01,28
"KY",2001-05-01,42
"KY",2001-06-01,32
"KY",2001-07-01,23
"KY",2001-08-01,30
"KY",2001-09-01,23
"KY",2001-10-01,31
"KY",2001-11-01,22
"KY",2001-12-01,13
"KY",2002-01-01,19
"KY",2002-02-01,23
"KY",2002-03-01,17
"KY",2002-04-01,20
"KY",2002-05-01,34
"KY",2002-06-01,39
"KY",2002-07-01,25
"KY",2002-08-01,29
"KY",2002-09-01,28
"KY",2002-10-01,21
"KY",2002-11-01,14
"KY",2002-12-01,18
"KY",2003-01-01,11
"KY",2003-02-01,7
"KY",2003-03-01,20
"KY",2003-04-01,22
"KY",2003-05-01,26
"KY",2003-06-01,22
"KY",2003-07-01,25
"KY",2003-08-01,19
"KY",2003-09-01,19
"KY",2003-10-01,23
"KY",2003-11-01,15
"KY",2003-12-01,19
"KY",2004-01-01,24
"KY",2004-02-01,18
"KY",2004-03-01,18
"KY",2004-04-01,27
"KY",2004-05-01,25
"KY",2004-06-01,29
"KY",2004-07-01,38
"KY",2004-08-01,27
"KY",2004-09-01,25
"KY",2004-10-01,26
"KY",2004-11-01,21
"KY",2004-12-01,15
"KY",2005-01-01,26
"KY",2005-02-01,37
"KY",2005-03-01,37
"KY",2005-04-01,27
"KY",2005-05-01,32
"KY",2005-06-01,43
"KY",2005-07-01,50
"KY",2005-08-01,47
"KY",2005-09-01,45
"KY",2005-10-01,29
"KY",2005-11-01,33
"KY",2005-12-01,30
"KY",2006-01-01,38
"KY",2006-02-01,27
"KY",2006-03-01,39
"KY",2006-04-01,31
"KY",2006-05-01,30
"KY",2006-06-01,30
"KY",2006-07-01,25
"KY",2006-08-01,46
"KY",2006-09-01,24
"KY",2006-10-01,29
"KY",2006-11-01,27
"KY",2006-12-01,21
"KY",2007-01-01,25
"KY",2007-02-01,23
"KY",2007-03-01,30
"KY",2007-04-01,34
"KY",2007-05-01,40
"KY",2007-06-01,30
"KY",2007-07-01,50
"KY",2007-08-01,29
"KY",2007-09-01,31
"KY",2007-10-01,33
"KY",2007-11-01,24
"KY",2007-12-01,23
"KY",2008-01-01,16
"KY",2008-02-01,18
"KY",2008-03-01,29
"KY",2008-04-01,27
"KY",2008-05-01,23
"KY",2008-06-01,55
"KY",2008-07-01,32
"KY",2008-08-01,36
"KY",2008-09-01,36
"KY",2008-10-01,39
"KY",2008-11-01,26
"KY",2008-12-01,39
"KY",2009-01-01,33
"KY",2009-02-01,29
"KY",2009-03-01,25
"KY",2009-04-01,29
"KY",2009-05-01,45
"KY",2009-06-01,31
"KY",2009-07-01,30
"KY",2009-08-01,44
"KY",2009-09-01,45
"KY",2009-10-01,41
"KY",2009-11-01,38
"KY",2009-12-01,44
"KY",2010-01-01,30
"KY",2010-02-01,35
"KY",2010-03-01,42
"KY",2010-04-01,35
"KY",2010-05-01,37
"KY",2010-06-01,41
"KY",2010-07-01,59
"KY",2010-08-01,38
"KY",2010-09-01,46
"KY",2010-10-01,27
"KY",2010-11-01,29
"KY",2010-12-01,23
"KY",2011-01-01,25
"KY",2011-02-01,30
"KY",2011-03-01,31
"KY",2011-04-01,30
"KY",2011-05-01,45
"KY",2011-06-01,39
"KY",2011-07-01,43
"KY",2011-08-01,32
"KY",2011-09-01,37
"KY",2011-10-01,22
"KY",2011-11-01,33
"KY",2011-12-01,24
"KY",2012-01-01,15
"KY",2012-02-01,27
"KY",2012-03-01,39
"KY",2012-04-01,29
"KY",2012-05-01,26
"KY",2012-06-01,42
"KY",2012-07-01,38
"KY",2012-08-01,42
"KY",2012-09-01,31
"KY",2012-10-01,29
"KY",2012-11-01,36
